"Posted.Date","Facilities.Number","Rental.Price","House.Size","Floor","Area.Type","House.Locality","House.City","House.Furnishing","Tenant.Targeted","Bathroom.Number","Contact.Person","Rent.Per.Unit","Current.Floor","Total.Floor","Difference.Floor"
2022-06-25,1,21000,450,"3 out of 13","Carpet","Bhandup Village","Mumbai","Unfurnished","Bachelors",2,"Agent",46.67,3,13,10
2022-06-23,3,43000,850,"8 out of 14","Carpet","Aspire, Kandivali East","Mumbai","Unfurnished","Family",3,"Agent",50.59,8,14,6
2022-05-11,2,58000,805,"30 out of 58","Carpet","Auris Serenity, Link Road","Mumbai","Semi-Furnished","Bachelors/Family",3,"Agent",72.05,30,58,28
2022-07-06,2,130000,700,"7 out of 10","Carpet","Bandra West","Mumbai","Furnished","Bachelors/Family",2,"Agent",185.71,7,10,3
2022-04-13,3,260000,1800,"10 out of 11","Carpet","JVPD Scheme","Mumbai","Furnished","Family",4,"Agent",144.44,10,11,1
2022-06-27,2,46000,669,"15 out of 43","Carpet","Tulip at Runwal Forests, Kanjurmarg West","Mumbai","Unfurnished","Bachelors",2,"Agent",68.76,15,43,28
2022-06-23,1,6500,325,"7 out of 16","Carpet","Unicorn Global Arena, Naigaon East","Mumbai","Unfurnished","Family",1,"Agent",20,7,16,9
2022-05-31,1,21000,600,"5 out of 6","Super","Sher E Punjab Society","Mumbai","Furnished","Bachelors/Family",1,"Owner",35,5,6,1
2022-05-22,2,46000,725,"Upper Basement out of 16","Carpet","Chembur","Mumbai","Unfurnished","Bachelors/Family",2,"Agent",63.45,-1,16,17
2022-06-03,2,60000,750,"5 out of 9","Carpet","Green Woods Chkala, Andheri East","Mumbai","Semi-Furnished","Bachelors/Family",2,"Agent",80,5,9,4
2022-06-29,3,65000,1050,"13 out of 21","Carpet","Hillcrest, Andheri East","Mumbai","Semi-Furnished","Bachelors",3,"Agent",61.9,13,21,8
2022-05-19,2,15000,600,"18 out of 28","Carpet","Shilphata","Mumbai","Unfurnished","Bachelors/Family",2,"Owner",25,18,28,10
2022-06-28,2,130000,1000,"10 out of 13","Carpet","Bandra West","Mumbai","Semi-Furnished","Bachelors/Family",2,"Agent",130,10,13,3
2022-07-04,3,90000,1110,"9 out of 55","Carpet","Omkar Alta Monte, Kurar Village","Mumbai","Furnished","Bachelors/Family",3,"Agent",81.08,9,55,46
2022-07-09,2,62000,650,"11 out of 25","Carpet","Jacob Circle","Mumbai","Unfurnished","Family",2,"Agent",95.38,11,25,14
2022-06-08,3,160000,1100,"8 out of 10","Carpet","Santacruz West","Mumbai","Semi-Furnished","Bachelors/Family",3,"Agent",145.45,8,10,2
2022-06-23,3,80000,1100,"15 out of 28","Carpet","Godrej Central, Chembur","Mumbai","Unfurnished","Bachelors/Family",3,"Agent",72.73,15,28,13
2022-07-04,3,80000,1110,"49 out of 55","Carpet","Omkar Alta Monte, Kurar Village","Mumbai","Semi-Furnished","Bachelors/Family",3,"Agent",72.07,49,55,6
2022-06-28,3,55000,999,"14 out of 23","Carpet","Orchid Residency, Link Road","Mumbai","Semi-Furnished","Family",2,"Agent",55.06,14,23,9
2022-06-22,3,1e+05,1000,"2 out of 4","Carpet","Santacruz West","Mumbai","Furnished","Bachelors/Family",3,"Agent",100,2,4,2
2022-07-09,4,2e+05,2200,"11 out of 20","Carpet","Seven Bungalows","Mumbai","Semi-Furnished","Bachelors/Family",5,"Agent",90.91,11,20,9
2022-06-02,3,1e+05,1256,"10 out of 22","Carpet","Satyam Springs, Deonar","Mumbai","Furnished","Family",3,"Agent",79.62,10,22,12
2022-07-06,2,79500,750,"17 out of 20","Carpet","Hiranandani Castle Rock, Hiranandani Gardens","Mumbai","Semi-Furnished","Family",2,"Agent",106,17,20,3
2022-07-06,3,84500,889,"7 out of 27","Carpet","Oberoi Splendor, JVLR-Jogeshwari Vikhroli Link Road","Mumbai","Semi-Furnished","Bachelors/Family",2,"Agent",95.05,7,27,20
2022-06-12,2,1e+05,750,"14 out of 27","Carpet","Hiranandani Atlantis, Hiranandani Gardens","Mumbai","Semi-Furnished","Bachelors/Family",2,"Agent",133.33,14,27,13
2022-05-17,1,13000,385,"6 out of 20","Carpet","Aims Sea View, Indralok","Mumbai","Unfurnished","Family",1,"Agent",33.77,6,20,14
2022-06-16,4,1e+05,1454,"5 out of 7","Carpet","diamond garden, Chembur East","Mumbai","Unfurnished","Bachelors/Family",4,"Agent",68.78,5,7,2
2022-07-06,1,35000,480,"1 out of 7","Carpet","Seven Bungalows","Mumbai","Semi-Furnished","Family",2,"Agent",72.92,1,7,6
2022-05-23,2,72000,660,"12 out of 22","Carpet","Hiranandani Castle Rock, Hiranandani Gardens","Mumbai","Semi-Furnished","Bachelors/Family",2,"Agent",109.09,12,22,10
2022-06-22,3,180000,1600,"9 out of 16","Carpet","Bandra West","Mumbai","Furnished","Bachelors/Family",3,"Agent",112.5,9,16,7
2022-07-06,1,26000,434,"5 out of 22","Carpet","Samarth Srishti, Bhandup West","Mumbai","Semi-Furnished","Bachelors/Family",2,"Agent",59.91,5,22,17
2022-05-31,3,72000,1121,"7 out of 14","Carpet","Hari Kunj II, Sindhi Society Chembur","Mumbai","Unfurnished","Bachelors/Family",3,"Agent",64.23,7,14,7
2022-06-28,1,8000,620,"6 out of 8","Super","Virar","Mumbai","Semi-Furnished","Bachelors/Family",2,"Owner",12.9,6,8,2
2022-07-07,3,130000,937,"16 out of 27","Carpet","Runwal Elegante, Andheri West","Mumbai","Furnished","Family",2,"Agent",138.74,16,27,11
2022-06-12,1,52000,470,"6 out of 7","Carpet","Godrej The Trees, Vikhroli East","Mumbai","Semi-Furnished","Bachelors/Family",2,"Agent",110.64,6,7,1
2022-06-12,1,13000,410,"2 out of 7","Carpet","Mira Road East","Mumbai","Unfurnished","Family",1,"Agent",31.71,2,7,5
2022-06-16,3,45000,850,"5 out of 7","Carpet","Mulund West","Mumbai","Unfurnished","Family",3,"Agent",52.94,5,7,2
2022-07-09,3,180000,1500,"15 out of 20","Carpet","Purushottam Towers, Dadar West","Mumbai","Furnished","Bachelors/Family",4,"Agent",120,15,20,5
2022-07-09,2,63000,888,"12 out of 20","Carpet","Shapoorji Pallonji Vicinia, Chandivali","Mumbai","Furnished","Bachelors/Family",2,"Agent",70.95,12,20,8
2022-06-28,1,7500,380,"3 out of 7","Carpet","sunanda circal","Mumbai","Unfurnished","Bachelors",2,"Owner",19.74,3,7,4
2022-07-06,1,30000,360,"4 out of 20","Carpet","Antop Hill, Wadala","Mumbai","Unfurnished","Bachelors/Family",1,"Agent",83.33,4,20,16
2022-07-07,1,28500,565,"1 out of 8","Super","Kandivali East","Mumbai","Furnished","Bachelors/Family",2,"Owner",50.44,1,8,7
2022-07-07,3,1e+05,2000,"25 out of 50","Super","Auris Serenity, Malad West","Mumbai","Semi-Furnished","Bachelors/Family",4,"Agent",50,25,50,25
2022-06-23,4,270000,1358,"25 out of 50","Carpet","Lodha Kiara, Worli Hill","Mumbai","Semi-Furnished","Family",4,"Agent",198.82,25,50,25
2022-07-09,2,38000,661,"17 out of 36","Carpet","Runwal Forests, Kanjurmarg West","Mumbai","Semi-Furnished","Bachelors/Family",2,"Agent",57.49,17,36,19
2022-07-06,1,26000,450,"9 out of 20","Carpet","Ratan Silicon Park, Jankalyan Nagar","Mumbai","Unfurnished","Family",2,"Agent",57.78,9,20,11
2022-05-14,3,70000,1300,"6 out of 30","Carpet","Goregaon West","Mumbai","Unfurnished","Bachelors",3,"Agent",53.85,6,30,24
2022-06-04,2,41000,600,"4 out of 8","Carpet","Vasant Oscar, Mulund West","Mumbai","Furnished","Family",2,"Agent",68.33,4,8,4
2022-04-27,2,27000,900,"Ground out of 4","Super","Mahatama Gandhi Road","Mumbai","Semi-Furnished","Bachelors/Family",3,"Owner",30,0,4,4
2022-06-30,1,53000,379,"21 out of 23","Carpet","Hiranandani Regent Hill, Powai","Mumbai","Semi-Furnished","Bachelors",1,"Agent",139.84,21,23,2
2022-05-18,2,65000,805,"8 out of 58","Carpet","Auris Serenity, Kanch Pada","Mumbai","Semi-Furnished","Family",3,"Agent",80.75,8,58,50
2022-05-14,1,85000,650,"3 out of 8","Super","Malabar Hill","Mumbai","Furnished","Bachelors/Family",2,"Owner",130.77,3,8,5
2022-04-28,1,6000,500,"8 out of 10","Super","Naigaon East","Mumbai","Semi-Furnished","Bachelors/Family",2,"Owner",12,8,10,2
2022-06-20,1,43000,480,"5 out of 7","Carpet","Seven Bungalows","Mumbai","Furnished","Family",2,"Agent",89.58,5,7,2
2022-06-23,2,65000,550,"1 out of 7","Super","Dr Babasaheb Ambedkar Road, Mumbai","Mumbai","Semi-Furnished","Bachelors/Family",2,"Owner",118.18,1,7,6
2022-06-08,3,280000,1600,"5 out of 12","Carpet","Bandra West","Mumbai","Furnished","Bachelors/Family",3,"Agent",175,5,12,7
2022-06-28,3,98000,1400,"4 out of 15","Carpet","Hubtown Sunmist, Chakala","Mumbai","Semi-Furnished","Family",2,"Agent",70,4,15,11
2022-06-15,3,330000,1500,"20 out of 41","Carpet","Indiabulls Blu, Worli","Mumbai","Semi-Furnished","Bachelors/Family",2,"Agent",220,20,41,21
2022-07-09,3,65000,1050,"3 out of 62","Carpet","Alpine, Kandivali East","Mumbai","Unfurnished","Bachelors",3,"Agent",61.9,3,62,59
2022-07-06,3,85000,920,"4 out of 13","Carpet","Ghatkopar East","Mumbai","Unfurnished","Family",3,"Agent",92.39,4,13,9
2022-07-07,1,40000,450,"8 out of 13","Carpet","Ajmera Bhakti Park, Bhakti Park","Mumbai","Semi-Furnished","Bachelors/Family",1,"Agent",88.89,8,13,5
2022-07-07,1,23000,440,"Ground out of 4","Carpet","in Kandivali West","Mumbai","Semi-Furnished","Bachelors",1,"Agent",52.27,0,4,4
2022-05-10,3,55000,932,"3 out of 8","Super","Ghatkopar West","Mumbai","Unfurnished","Bachelors/Family",3,"Owner",59.01,3,8,5
2022-04-27,1,15000,270,"15 out of 15","Carpet","chakala andheri east","Mumbai","Unfurnished","Bachelors",2,"Owner",55.56,15,15,0
2022-06-30,1,52000,379,"23 out of 23","Carpet","Hiranandani Regent Hill, Powai","Mumbai","Semi-Furnished","Bachelors",2,"Agent",137.2,23,23,0
2022-05-26,2,13000,582,"5 out of 8","Carpet","Lodha casa rio","Mumbai","Furnished","Family",2,"Owner",22.34,5,8,3
2022-06-28,2,95000,800,"6 out of 8","Carpet","Pali Hill Apartment, Pali Hill","Mumbai","Semi-Furnished","Bachelors/Family",2,"Agent",118.75,6,8,2
2022-07-06,1,25000,444,"7 out of 17","Carpet","Srishti Solitaire, Bhandup Industrial Estate","Mumbai","Unfurnished","Bachelors/Family",2,"Agent",56.31,7,17,10
2022-06-04,1,21000,428,"12 out of 21","Carpet","Godrej Tranquil, Lokhandwala Twp","Mumbai","Unfurnished","Bachelors/Family",1,"Agent",49.07,12,21,9
2022-06-27,5,360000,1880,"11 out of 27","Carpet","Runwal Elegante, Andheri West","Mumbai","Furnished","Family",4,"Agent",191.49,11,27,16
2022-07-06,2,60000,888,"5 out of 20","Carpet","Shapoorji Pallonji Vicinia, Chandivali","Mumbai","Semi-Furnished","Bachelors/Family",2,"Agent",67.57,5,20,15
2022-05-31,1,19000,490,"Ground out of 8","Super","Bhandup East","Mumbai","Unfurnished","Bachelors/Family",1,"Owner",38.78,0,8,8
2022-06-16,3,140000,937,"28 out of 39","Carpet","Sheth Beaumonte, Sion Koliwada","Mumbai","Unfurnished","Family",4,"Agent",149.41,28,39,11
2022-05-13,2,30000,710,"12 out of 21","Carpet","Gokul Gagan, Thakur Village, Kandivali East","Mumbai","Unfurnished","Family",2,"Agent",42.25,12,21,9
2022-05-18,4,130000,1617,"15 out of 58","Carpet","Auris Serenity, Kanch Pada","Mumbai","Semi-Furnished","Bachelors/Family",5,"Agent",80.4,15,58,43
2022-05-24,2,80000,836,"6 out of 23","Carpet","TATA Falcon Crest, Parel","Mumbai","Unfurnished","Bachelors/Family",2,"Agent",95.69,6,23,17
2022-07-06,2,85000,1200,"36 out of 45","Carpet","Crescent Bay T3, Bhoiwada","Mumbai","Semi-Furnished","Bachelors/Family",3,"Agent",70.83,36,45,9
2022-07-07,2,65000,950,"9 out of 28","Carpet","Vishnu Shivam Tower, Thakur Village, Kandivali East","Mumbai","Furnished","Bachelors/Family",2,"Agent",68.42,9,28,19
2022-07-09,1,33000,460,"10 out of 25","Carpet","Conwood Astoria, Goregaon East","Mumbai","Semi-Furnished","Bachelors/Family",2,"Agent",71.74,10,25,15
2022-07-09,1,36000,585,"10 out of 14","Super","Odyssey Bhakti Park, Bhakti Park","Mumbai","Semi-Furnished","Bachelors/Family",2,"Agent",61.54,10,14,4
2022-06-12,2,22000,550,"2 out of 7","Carpet","Salasar Garden, Beverly Park","Mumbai","Furnished","Family",2,"Agent",40,2,7,5
2022-06-16,1,17000,375,"9 out of 20","Carpet","Royal Palms Diamond Isle Phase II, Aarey Milk Colony","Mumbai","Unfurnished","Bachelors/Family",1,"Agent",45.33,9,20,11
2022-06-03,2,55000,700,"10 out of 20","Carpet","Raj Legacy, Vikhroli West","Mumbai","Furnished","Bachelors/Family",2,"Agent",78.57,10,20,10
2022-07-09,2,66000,750,"2 out of 8","Carpet","Sundar Nagar, Kalina","Mumbai","Unfurnished","Family",2,"Agent",88,2,8,6
2022-07-09,4,140000,2000,"6 out of 45","Carpet","DB Woods, Gokuldham","Mumbai","Furnished","Family",4,"Agent",70,6,45,39
2022-07-06,4,260000,2046,"22 out of 52","Carpet","Oberoi Esquire, Goregaon East","Mumbai","Semi-Furnished","Bachelors/Family",5,"Agent",127.08,22,52,30
2022-06-28,2,32000,750,"3 out of 7","Super","Shree Sai Usha Complex, Bhandup West","Mumbai","Semi-Furnished","Bachelors/Family",2,"Owner",42.67,3,7,4
2022-06-27,2,45000,730,"5 out of 17","Carpet","Raheja Heights, Malad East","Mumbai","Unfurnished","Family",2,"Agent",61.64,5,17,12
2022-05-17,2,50000,750,"10 out of 20","Carpet","Hillcrest, Andheri East","Mumbai","Semi-Furnished","Bachelors/Family",2,"Agent",66.67,10,20,10
2022-04-29,1,18500,229,"5 out of 9","Super","Vile Parle","Mumbai","Semi-Furnished","Bachelors/Family",1,"Owner",80.79,5,9,4
2022-06-29,2,51000,910,"10 out of 19","Carpet","Rivali Park, Borivali East","Mumbai","Unfurnished","Bachelors",2,"Agent",56.04,10,19,9
2022-06-04,4,140000,1648,"21 out of 58","Carpet","Sheth Auris Serinity, Malad West","Mumbai","Semi-Furnished","Bachelors/Family",5,"Agent",84.95,21,58,37
2022-07-09,3,80000,1100,"48 out of 54","Carpet","Alpine Shapoorji Pallonji, Thakur Village, Kandivali East","Mumbai","Unfurnished","Family",3,"Agent",72.73,48,54,6
2022-06-26,1,30000,560,"2 out of 4","Carpet","Ghatkopar East","Mumbai","Unfurnished","Bachelors",2,"Agent",53.57,2,4,2
2022-06-30,2,85000,850,"4 out of 6","Carpet","Andheri West","Mumbai","Unfurnished","Bachelors/Family",2,"Agent",100,4,6,2
2022-06-16,1,15000,450,"2 out of 4","Super","Dahisar East","Mumbai","Unfurnished","Family",1,"Owner",33.33,2,4,2
2022-05-31,2,50000,820,"7 out of 28","Carpet","Raheja Heights, BMC Colony Malad East","Mumbai","Semi-Furnished","Bachelors/Family",2,"Agent",60.98,7,28,21
2022-05-31,2,60000,750,"10 out of 20","Carpet","Tridhaatu Bhaveshwar Vilas, Central Avenue Road","Mumbai","Unfurnished","Bachelors/Family",2,"Agent",80,10,20,10
2022-07-07,1,23000,410,"4 out of 7","Carpet","Midas Enclave CHS , Nandiadwala Colony","Mumbai","Unfurnished","Bachelors/Family",1,"Agent",56.1,4,7,3
2022-05-02,1,14500,490,"12 out of 20","Carpet","Ketki Pada","Mumbai","Unfurnished","Bachelors/Family",2,"Owner",29.59,12,20,8
2022-06-30,2,40000,700,"11 out of 15","Carpet","Collector Colony","Mumbai","Unfurnished","Bachelors/Family",2,"Agent",57.14,11,15,4
2022-05-31,5,650000,3000,"8 out of 10","Carpet","Khar West","Mumbai","Semi-Furnished","Bachelors/Family",5,"Agent",216.67,8,10,2
2022-05-23,1,80000,560,"1 out of 7","Carpet","Waterfield Road","Mumbai","Furnished","Bachelors/Family",1,"Agent",142.86,1,7,6
2022-07-07,2,55000,650,"8 out of 18","Carpet","White Lily Apartment, Bhandup East","Mumbai","Unfurnished","Bachelors/Family",2,"Agent",84.62,8,18,10
2022-05-31,1,12000,520,"2 out of 3","Super","in Mira Road","Mumbai","Semi-Furnished","Bachelors/Family",1,"Owner",23.08,2,3,1
2022-07-09,2,45000,850,"9 out of 12","Carpet","Eco Residency, Andheri East","Mumbai","Unfurnished","Bachelors/Family",2,"Agent",52.94,9,12,3
2022-07-09,2,90000,777,"19 out of 22","Carpet","Hiranandani Castle Rock, Hiranandani Gardens","Mumbai","Furnished","Bachelors/Family",2,"Agent",115.83,19,22,3
2022-07-06,2,43000,771,"15 out of 37","Carpet","Kalpataru Crest, Bhandup West","Mumbai","Unfurnished","Bachelors/Family",2,"Agent",55.77,15,37,22
2022-07-07,1,22000,400,"3 out of 7","Carpet","Midas Enclave CHS , Nandiadwala Colony","Mumbai","Unfurnished","Bachelors/Family",1,"Agent",55,3,7,4
2022-06-26,2,20000,600,"7 out of 7","Carpet","Marigold-5, Beverly Park","Mumbai","Furnished","Family",2,"Agent",33.33,7,7,0
2022-07-04,1,26000,390,"Upper Basement out of 7","Carpet","Greenfields CHS, Andheri East","Mumbai","Semi-Furnished","Bachelors/Family",2,"Agent",66.67,-1,7,8
2022-06-23,4,850000,3200,"2 out of 4","Carpet","Breach Candy","Mumbai","Furnished","Bachelors/Family",4,"Agent",265.62,2,4,2
2022-06-27,1,34999,450,"5 out of 12","Carpet","HDIL Premier Residences, Kurla West","Mumbai","Furnished","Bachelors/Family",2,"Agent",77.78,5,12,7
2022-06-04,1,35000,500,"7 out of 23","Super","Powai","Mumbai","Semi-Furnished","Bachelors/Family",2,"Owner",70,7,23,16
2022-05-13,1,50000,410,"6 out of 12","Carpet","Dadar East","Mumbai","Semi-Furnished","Bachelors/Family",1,"Agent",121.95,6,12,6
2022-06-03,1,16000,160,"2 out of 3","Carpet","Lal Baug","Mumbai","Unfurnished","Bachelors/Family",1,"Owner",100,2,3,1
2022-05-14,2,55000,750,"10 out of 14","Carpet","Chandivali","Mumbai","Unfurnished","Bachelors/Family",2,"Agent",73.33,10,14,4
2022-06-02,1,39000,585,"3 out of 7","Super","Chanchal Kalyan Complex, Yari Road","Mumbai","Unfurnished","Family",2,"Agent",66.67,3,7,4
2022-06-16,3,1e+05,1300,"12 out of 24","Carpet","L&T Emerald Isle, Powai","Mumbai","Semi-Furnished","Family",3,"Agent",76.92,12,24,12
2022-06-10,1,25000,350,"2 out of 17","Carpet","Ghatla","Mumbai","Furnished","Bachelors/Family",1,"Owner",71.43,2,17,15
2022-05-05,1,25000,490,"3 out of 7","Super","Kandivali East","Mumbai","Semi-Furnished","Bachelors/Family",2,"Owner",51.02,3,7,4
2022-07-06,2,49500,650,"5 out of 16","Carpet","Juhu Versova Link Road","Mumbai","Unfurnished","Family",2,"Agent",76.15,5,16,11
2022-06-10,1,21000,225,"6 out of 24","Carpet","Lower Parel","Mumbai","Unfurnished","Bachelors/Family",1,"Owner",93.33,6,24,18
2022-06-20,2,110000,850,"5 out of 13","Carpet","Pali Hill","Mumbai","Semi-Furnished","Bachelors/Family",2,"Agent",129.41,5,13,8
2022-07-07,1,21000,385,"Ground out of 5","Super","in Santacruz East","Mumbai","Unfurnished","Bachelors/Family",1,"Owner",54.55,0,5,5
2022-07-09,2,46700,800,"2 out of 7","Carpet","Milap CHS, Seven Bungalows","Mumbai","Unfurnished","Family",2,"Agent",58.38,2,7,5
2022-06-22,4,4e+05,2500,"5 out of 12","Carpet","Bandra West","Mumbai","Furnished","Bachelors/Family",4,"Agent",160,5,12,7
2022-05-14,4,280000,1526,"76 out of 78","Carpet","Lodha Marquise, Worli","Mumbai","Semi-Furnished","Bachelors/Family",5,"Agent",183.49,76,78,2
2022-05-27,1,18000,300,"3 out of 10","Super","Kurla West","Mumbai","Unfurnished","Bachelors/Family",1,"Owner",60,3,10,7
2022-07-06,3,80000,1800,"10 out of 13","Super","Sabari Palm View, Chembur","Mumbai","Semi-Furnished","Bachelors/Family",3,"Agent",44.44,10,13,3
2022-06-28,2,88000,800,"5 out of 20","Carpet","Kanakia Paris, Bandra Kurla Complex","Mumbai","Semi-Furnished","Bachelors/Family",2,"Agent",110,5,20,15
2022-05-17,3,90000,890,"20 out of 27","Carpet","Oberoi Splendor, JVLR-Jogeshwari Vikhroli Link Road","Mumbai","Furnished","Family",2,"Agent",101.12,20,27,7
2022-05-18,2,38000,700,"14 out of 23","Carpet","Sky Villa, Gokuldham","Mumbai","Unfurnished","Bachelors/Family",2,"Agent",54.29,14,23,9
2022-07-07,1,20000,465,"3 out of 4","Super","in Borivali East","Mumbai","Semi-Furnished","Bachelors",1,"Owner",43.01,3,4,1
2022-06-20,2,140000,900,"8 out of 36","Carpet","Marathon Next Gen Era, Lower Parel","Mumbai","Furnished","Family",2,"Agent",155.56,8,36,28
2022-05-17,3,78000,1073,"8 out of 20","Carpet","Raheja Ridgewood, Goregaon East","Mumbai","Semi-Furnished","Bachelors/Family",3,"Agent",72.69,8,20,12
2022-05-23,1,21000,450,"4 out of 7","Super","Chembur","Mumbai","Unfurnished","Bachelors/Family",1,"Owner",46.67,4,7,3
2022-06-27,3,95000,1350,"8 out of 16","Carpet","Rajesh Raj Classic, Yari Road","Mumbai","Furnished","Bachelors/Family",3,"Agent",70.37,8,16,8
2022-06-30,2,90000,800,"5 out of 8","Carpet","Band Stand, Bandra Band Stand","Mumbai","Furnished","Bachelors/Family",2,"Agent",112.5,5,8,3
2022-06-04,2,34000,600,"4 out of 7","Carpet","Shiv Dham Apartment, Goregaon East","Mumbai","Unfurnished","Bachelors",2,"Agent",56.67,4,7,3
2022-06-30,2,55000,650,"5 out of 15","Carpet","Sion Trombay Road","Mumbai","Unfurnished","Bachelors/Family",2,"Agent",84.62,5,15,10
2022-05-18,2,52000,550,"3 out of 3","Carpet","Dadar East","Mumbai","Furnished","Bachelors",2,"Agent",94.55,3,3,0
2022-06-20,1,74999,840,"8 out of 17","Carpet","Celestia Spaces, Balkrishna Dadu Karade Chowk","Mumbai","Unfurnished","Bachelors/Family",2,"Agent",89.28,8,17,9
2022-05-18,3,75000,1121,"30 out of 45","Carpet","DB Woods, Gokuldham","Mumbai","Furnished","Bachelors/Family",2,"Agent",66.9,30,45,15
2022-05-26,2,45000,650,"2 out of 12","Carpet","Swastik Pride, Chembur East","Mumbai","Unfurnished","Bachelors/Family",2,"Agent",69.23,2,12,10
2022-06-16,1,22000,575,"14 out of 14","Super","Kanjurmarg East","Mumbai","Unfurnished","Bachelors/Family",1,"Owner",38.26,14,14,0
2022-05-27,1,32000,475,"3 out of 4","Super","Andheri East","Mumbai","Furnished","Bachelors/Family",1,"Owner",67.37,3,4,1
2022-06-22,2,34000,830,"9 out of 21","Carpet","Indraprastha CHS, Bhayandar East","Mumbai","Semi-Furnished","Bachelors/Family",2,"Agent",40.96,9,21,12
2022-05-19,3,170000,1337,"28 out of 30","Carpet","Oberoi Splendor Grande, Agarkar Chowk","Mumbai","Semi-Furnished","Bachelors/Family",3,"Agent",127.15,28,30,2
2022-05-13,1,23000,420,"5 out of 7","Carpet","Spring Leaf, Lokhandwala Twp","Mumbai","Semi-Furnished","Bachelors/Family",2,"Agent",54.76,5,7,2
2022-06-21,1,20000,310,"Ground out of 7","Carpet","Malad West","Mumbai","Unfurnished","Bachelors",1,"Agent",64.52,0,7,7
2022-07-04,3,350000,1800,"2 out of 12","Carpet","Khar West","Mumbai","Furnished","Family",4,"Agent",194.44,2,12,10
2022-07-06,3,90000,967,"14 out of 33","Carpet","Romell Aether, Goregaon East","Mumbai","Furnished","Bachelors/Family",3,"Agent",93.07,14,33,19
2022-06-30,1,55000,505,"4 out of 12","Carpet","Godrej The Trees, Vikhroli East","Mumbai","Semi-Furnished","Bachelors/Family",1,"Agent",108.91,4,12,8
